,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
,,Parda,2207,1456,214,316,221,333,183,39,72,39,599,451,43,39,66,689,428,71,134,57,435,324,32,51,28,81,22,18,15,26,11,-,11,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varginha,Total,Total,627165,162183,108478,230202,126302,83810,14177,11792,31958,25883,212208,42700,32648,83085,53775,210991,63832,40685,76073,30401,94714,33051,18363,31420,11880,17850,6559,3547,5141,2603,1904,528,310,562,504,1738,334,359,577,467
,,Branca,337407,73094,50734,122337,91242,53721,7589,6451,19988,19694,125545,21612,16740,47401,39792,103610,27501,17898,37555,20656,41791,12959,7446,13429,7957,8394,2532,1495,2492,1875,968,177,160,272,359,1062,192,166,335,368
,,Preta,70215,22617,14546,26106,6946,6116,1322,1224,2539,1031,19017,5042,3377,8023,2576,26553,9200,5680,9519,2153,14859,5522,3317,5050,971,2807,1255,705,703,143,301,143,31,90,37,253,38,99,105,11
,,Amarela,743,116,94,355,177,49,-,7,17,24,231,19,20,125,67,270,51,20,141,57,133,42,34,46,10,31,3,13,15,-,-,-,-,-,-,8,-,-,-,8
,,Parda,218559,66257,43047,81342,27912,23876,5250,4105,9392,5129,67349,15997,12494,27518,11339,80498,27049,17059,28855,7535,37877,14509,7565,12879,2923,6607,2766,1328,1928,584,634,207,119,201,108,414,104,94,137,80
,,Indígena,242,99,57,62,24,48,16,5,22,5,66,30,18,18,-,61,30,27,3,-,55,20,-,15,19,12,3,6,3,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,10435,2575,7494,366,-,1459,429,992,38,-,3746,853,2754,138,-,3847,988,2728,131,-,1085,237,793,55,-,212,46,163,3,-,4,-,4,-,-,-,-,-,-,-
,,Branca,4852,1090,3603,160,-,819,227,573,19,-,1802,397,1356,49,-,1764,362,1333,70,-,408,93,293,22,-,34,-,34,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,1195,303,819,73,-,101,38,63,-,-,360,70,240,49,-,475,148,313,14,-,191,33,149,9,-,53,13,40,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4388,1183,3072,133,-,539,163,356,19,-,1584,386,1158,40,-,1608,479,1082,47,-,486,111,351,24,-,126,33,89,3,-,4,-,4,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,596214,147044,98852,227333,122986,79463,12359,10570,31406,25129,202030,38534,29048,82201,52246,200342,58028,37342,75226,29746,90239,30428,17270,30944,11597,16939,6037,3271,5084,2547,1863,517,298,558,490,1719,322,359,577,461
,,Branca,319764,65347,45790,120329,88298,50763,6455,5743,19553,19012,119404,19365,14822,46791,38426,97895,24689,16163,36947,20097,39624,11784,6992,13159,7690,7921,2255,1401,2444,1821,942,177,153,267,345,1062,192,166,335,368
,,Preta,66917,20634,13556,25879,6848,5827,1167,1157,2490,1013,18164,4595,3097,7955,2518,25291,8367,5322,9460,2143,14202,5095,3135,5000,971,2621,1161,615,703,141,301,143,31,90,37,248,33,99,105,11
,,Amarela,701,93,94,337,177,49,-,7,17,24,212,8,20,116,67,253,44,20,131,57,128,37,34,46,10,31,3,13,15,-,-,-,-,-,-,8,-,-,-,8
,,Parda,208612,60891,39355,80727,27639,22776,4721,3657,9323,5075,64184,14536,11092,27321,11235,76863,24920,15809,28685,7449,36231,13492,7109,12723,2907,6354,2616,1235,1919,584,620,196,115,201,108,400,97,94,137,73
,,Indígena,221,78,57,62,24,48,16,5,22,5,66,30,18,18,-,40,9,27,3,-,55,20,-,15,19,12,3,6,3,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,20516,12565,2132,2504,3316,2888,1390,230,514,754,6432,3312,846,746,1528,6802,4815,615,716,656,3390,2386,300,422,283,699,475,113,54,57,36,11,7,5,13,19,12,-,-,7
,,Branca,12791,6658,1340,1848,2945,2139,907,135,416,681,4339,1850,561,561,1366,3950,2451,402,538,559,1759,1082,161,249,267,439,277,60,48,54,26,-,7,5,13,-,-,-,-,-
,,Preta,2103,1680,171,154,98,187,117,4,49,18,493,377,40,19,57,786,685,45,46,10,467,393,33,40,-,133,81,49,-,2,-,-,-,-,-,5,5,-,-,-
,,Amarela,41,23,-,19,-,-,-,-,-,-,19,11,-,9,-,17,7,-,10,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,5559,4183,621,482,273,562,366,92,49,55,1581,1075,244,157,105,2027,1650,168,122,86,1160,906,106,132,16,127,117,3,6,-,11,11,-,-,-,14,7,-,-,7
,,Indígena,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pouso Alegre,Total,Total,524195,130061,85478,205389,103267,68062,12725,10537,26075,18724,166910,34905,24619,67056,40330,187327,53402,32569,73245,28112,81405,23245,14599,31865,11696,14773,4440,2451,5150,2732,1657,354,168,523,612,901,170,108,307,315
,,Branca,343887,77277,50664,134275,81672,49613,8246,7075,18901,15390,116020,22207,15698,45552,32564,116850,30925,18376,46350,21198,48718,12724,7743,19233,9018,8764,2368,1325,2960,2111,1158,231,106,318,503,603,82,53,202,266
,,Preta,37579,11186,7115,15090,4188,3508,893,611,1349,655,9893,2657,1542,4282,1413,14620,4599,2995,5657,1368,7680,2332,1606,3158,584,1392,502,280,512,98,134,53,21,35,25,93,39,22,32,-
,,Amarela,1130,128,137,464,400,259,35,27,46,151,354,48,56,187,63,309,19,22,153,115,198,26,24,77,71,6,-,3,2,-,-,-,-,-,-,-,-,-,-,-
,,Parda,141200,41353,27502,55394,16951,14646,3540,2821,5767,2518,40495,9955,7310,16967,6263,55427,17809,11155,21033,5430,24748,8156,5203,9378,2012,4587,1569,841,1661,517,360,65,41,170,84,205,49,33,73,49
,,Indígena,399,117,60,166,56,36,11,2,12,11,148,39,13,68,28,122,49,21,52,-,62,8,23,19,11,25,2,1,15,6,4,4,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,8121,2145,5570,405,-,1414,404,982,28,-,2637,703,1805,129,-,2904,788,1942,174,-,949,216,670,63,-,176,11,158,7,-,-,-,-,-,-,-,-,-,-,-
,,Branca,4977,1113,3591,273,-,935,257,650,28,-,1664,358,1223,82,-,1725,405,1196,125,-,560,89,446,26,-,75,2,66,7,-,-,-,-,-,-,-,-,-,-,-
,,Preta,572,225,337,10,-,91,20,70,-,-,207,108,100,-,-,205,77,128,-,-,48,17,21,10,-,19,2,16,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,6,6,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2563,799,1642,122,-,389,127,262,-,-,760,231,483,47,-,974,306,618,49,-,338,107,204,27,-,82,7,76,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,498750,118203,77819,202302,100425,63990,11132,9275,25562,18021,158393,31214,22130,65884,39164,178881,49253,29886,72319,27422,78031,21400,13642,31479,11510,14125,4140,2237,5089,2659,1643,345,166,520,612,888,163,108,302,315
,,Branca,326166,69656,45500,131857,79154,46504,7122,6176,18449,14757,109858,19741,13936,44660,31522,111305,28417,16666,45637,20585,46497,11562,7103,18947,8884,8332,2157,1223,2914,2038,1151,228,104,315,503,595,79,53,197,266
,,Preta,36005,10218,6702,14934,4150,3321,804,536,1344,637,9384,2351,1435,4195,1402,14073,4266,2813,5625,1368,7431,2145,1585,3125,575,1355,491,253,512,98,134,53,21,35,25,88,35,22,32,-
,,Amarela,1027,117,127,456,328,230,35,27,43,124,327,42,46,187,52,276,13,22,147,94,184,26,24,77,57,6,-,3,2,-,-,-,-,-,-,-,-,-,-,-
,,Parda,135169,38112,25430,54890,16737,13900,3160,2534,5714,2491,38676,9041,6700,16775,6160,53116,16519,10364,20858,5375,23860,7662,4906,9310,1982,4408,1489,757,1645,517,354,59,41,170,84,205,49,33,73,49
,,Indígena,382,101,60,166,56,36,11,2,12,11,148,39,13,68,28,111,38,21,52,-,59,5,23,19,11,25,2,1,15,6,4,4,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,17324,9713,2089,2681,2842,2658,1189,280,485,704,5880,2988,683,1042,1166,5543,3360,741,752,690,2426,1629,288,323,186,472,290,55,54,73,13,9,2,3,-,12,7,-,5,-
,,Branca,12743,6509,1572,2144,2518,2175,868,250,425,633,4498,2107,539,810,1042,3820,2104,514,588,614,1661,1073,195,259,134,356,209,35,39,73,7,3,2,3,-,8,3,-,5,-
,,Preta,1003,743,77,145,38,97,69,5,5,18,302,198,7,86,11,342,256,54,32,-,200,169,-,22,9,19,8,11,-,-,-,-,-,-,-,4,4,-,-,-
,,Amarela,97,6,10,9,72,29,-,-,3,27,21,-,10,-,11,33,6,-,6,21,14,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,3468,2442,430,382,214,357,253,25,53,27,1059,684,127,146,103,1337,983,172,127,55,551,387,93,42,30,97,73,9,15,-,6,6,-,-,-,-,-,-,-,-
,,Indígena,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uberaba,Total,Total,334761,78491,57996,124710,73564,35179,6179,5281,12615,11104,96823,16704,14340,36767,29012,112448,28457,20454,42303,21234,65334,19676,13057,24056,8545,20704,6120,4126,7660,2798,1065,453,157,241,214,716,195,102,227,192
,,Branca,161876,29216,22819,60259,49581,20071,2726,2518,6963,7864,52332,6693,6336,19084,20218,51629,10498,7611,19739,13781,27333,6772,4487,10628,5446,8305,1972,1535,3130,1669,427,157,48,64,159,373,80,52,137,103
,,Preta,39222,11348,8056,14847,4970,2937,746,508,1161,522,8865,2110,1429,3652,1673,13911,4040,2984,5236,1651,9716,3305,2286,3406,718,3392,997,763,1302,331,126,50,29,22,24,96,53,16,11,16
,,Amarela,800,153,99,295,254,122,11,-,42,69,220,52,29,61,79,262,39,40,118,64,129,34,8,61,26,56,18,10,12,16,-,-,-,-,-,11,-,11,-,-
,,Parda,132487,37600,26932,49241,18714,11992,2672,2255,4436,2628,35336,7815,6513,13965,7043,46483,13794,9777,17195,5717,28086,9550,6260,9924,2353,8934,3118,1818,3216,782,512,246,80,155,31,236,62,23,78,73
,,Indígena,377,174,90,69,44,57,23,-,12,21,72,34,32,5,-,163,86,41,14,21,70,15,16,37,2,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,5531,1528,3665,338,-,869,324,508,36,-,1890,471,1300,119,-,1732,480,1147,105,-,834,163,602,70,-,143,51,85,8,-,-,-,-,-,-,12,12,-,-,-
,,Branca,2322,520,1648,154,-,376,103,257,15,-,867,217,614,36,-,655,108,483,64,-,330,63,235,32,-,78,18,52,8,-,-,-,-,-,-,-,-,-,-,-
,,Preta,666,221,396,49,-,53,23,29,-,-,189,46,111,32,-,248,88,143,18,-,154,41,113,-,-,10,10,-,-,-,-,-,-,-,-,12,12,-,-,-
,,Amarela,20,11,9,-,-,11,11,-,-,-,-,-,-,-,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2497,750,1613,134,-,417,174,222,21,-,834,207,575,51,-,807,271,512,24,-,350,58,254,38,-,55,22,33,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,26,26,-,-,-,13,13,-,-,-,-,-,-,-,-,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,318230,71414,52874,122311,71630,32821,5140,4628,12226,10827,91748,14905,12557,36087,28200,107291,26177,18877,41564,20673,62599,18411,12179,23655,8353,19811,5601,3956,7523,2731,1029,437,152,226,214,679,175,84,227,192
,,Branca,153238,26182,20254,58781,48021,18740,2223,2163,6708,7646,49366,5803,5379,18668,19516,49219,9688,6875,19289,13367,25985,6213,4116,10373,5284,7897,1773,1430,3066,1628,405,150,48,49,159,347,72,34,137,103
,,Preta,37305,10328,7499,14597,4880,2801,641,479,1158,522,8364,1863,1277,3600,1623,13264,3736,2794,5119,1616,9213,3025,2111,3359,718,3286,936,752,1271,326,126,50,29,22,24,84,41,16,11,16
,,Amarela,736,118,90,287,242,111,-,-,42,69,212,47,29,57,79,239,30,32,113,64,118,23,8,61,26,45,18,10,12,5,-,-,-,-,-,11,-,11,-,-
,,Parda,126610,34649,24941,48578,18442,11126,2264,1987,4304,2570,33735,7158,5839,13755,6982,44418,12650,9135,17029,5604,27212,9135,5928,9825,2324,8578,2869,1764,3173,771,498,237,75,155,31,236,62,23,78,73
,,Indígena,340,137,90,69,44,44,10,-,12,21,72,34,32,5,-,150,73,41,14,21,70,15,16,37,2,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,11000,5549,1457,2061,1934,1489,715,144,353,277,3186,1328,483,562,813,3425,1799,430,633,562,1901,1102,276,330,192,750,468,85,129,67,36,16,5,15,-,26,8,18,-,-
,,Branca,6315,2514,918,1323,1560,956,400,98,240,219,2099,673,344,380,702,1754,702,252,386,414,1018,496,136,223,162,331,180,54,56,40,22,7,-,15,-,26,8,18,-,-
,,Preta,1251,799,161,200,90,84,81,-,2,-,312,201,41,20,50,399,216,48,100,35,348,239,62,47,-,96,50,10,30,5,-,-,-,-,-,-,-,-,-,-
,,Amarela,43,24,-,8,11,-,-,-,-,-,7,4,-,3,-,14,9,-,5,-,11,11,-,-,-,11,-,-,-,11,-,-,-,-,-,-,-,-,-,-
,,Parda,3380,2201,378,529,271,450,234,47,111,58,767,450,98,158,61,1258,872,130,142,113,524,357,77,61,29,301,226,21,43,11,14,9,5,-,-,-,-,-,-,-
,,Indígena,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-
Uberlândia,Total,Total,488420,98131,84420,192894,112974,47447,7696,7231,18397,14122,140111,22395,20528,54504,42684,158585,32861,27379,63247,35098,93558,22670,18709,37990,14189,40101,10277,8940,15720,5163,1849,610,423,536,281,1668,492,287,487,403
,,Branca,231067,35952,33496,88928,72691,25728,3250,3372,10023,9084,73985,8898,9193,27117,28777,74183,12034,10554,28545,23049,37699,7528,6609,15685,7877,15421,3316,3064,6118,2923,823,201,187,243,193,809,185,135,279,209
,,Preta,55440,14227,11573,22292,7348,3870,767,819,1532,753,13263,2852,2366,5513,2533,17398,4620,3409,7163,2205,13749,4037,3105,5409,1199,6320,1680,1682,2410,548,207,110,11,65,20,201,70,81,45,5
,,Amarela,1131,110,97,342,582,152,21,2,27,102,392,41,25,103,223,285,10,27,83,166,158,17,10,86,45,121,21,10,44,45,-,-,-,-,-,-,-,-,-,-
,,Parda,200487,47676,39201,81268,32343,17645,3639,3038,6794,4175,52435,10572,8941,21771,11151,66603,16126,13375,27424,9678,41889,11064,8960,16800,5065,18219,5240,4184,7149,1646,809,299,214,227,68,658,237,70,163,189
,,Indígena,295,166,52,65,11,51,20,-,23,9,35,31,4,-,-,116,71,13,32,-,62,24,26,11,2,20,20,-,-,-,10,-,10,-,-,-,-,-,-,-
,10 a 17 anos,Total,8153,2071,5584,497,-,985,319,638,28,-,2663,654,1872,137,-,2160,543,1411,207,-,1363,362,897,104,-,810,143,646,21,-,24,-,24,-,-,-,-,-,-,-
,,Branca,3321,716,2349,256,-,415,91,317,7,-,1140,251,824,65,-,944,193,633,117,-,366,78,242,46,-,428,102,305,21,-,21,-,21,-,-,-,-,-,-,-
,,Preta,799,242,509,48,-,39,18,20,-,-,234,53,178,3,-,261,102,114,45,-,220,61,159,-,-,42,7,34,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4029,1113,2722,193,-,530,209,300,21,-,1285,349,867,70,-,956,247,664,45,-,777,223,496,58,-,340,34,306,-,-,3,-,3,-,-,-,-,-,-,-
,,Indígena,4,-,4,-,-,-,-,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,465366,88303,76928,189882,110252,44767,6567,6334,18081,13786,132870,19746,18068,53419,41637,152120,29955,25448,62397,34320,89788,20852,17513,37585,13838,37910,9293,8151,15500,4965,1771,605,370,514,281,1587,449,277,458,403
,,Branca,219354,31581,29987,87206,70581,24228,2722,2865,9811,8830,69991,7655,7910,26487,27938,70881,10718,9650,28084,22429,36142,6804,6248,15448,7641,14449,2912,2715,6049,2773,749,197,138,221,193,758,172,126,251,209
,,Preta,53207,13052,10846,22001,7308,3727,669,781,1532,745,12675,2581,2157,5432,2504,16698,4281,3218,6998,2201,13197,3734,2901,5364,1199,6112,1553,1601,2410,548,207,110,11,65,20,201,70,81,45,5
,,Amarela,1046,93,97,342,513,108,11,2,27,69,363,34,25,103,201,285,10,27,83,166,146,17,10,86,33,121,21,10,44,45,-,-,-,-,-,-,-,-,-,-
,,Parda,191475,43419,35949,80268,31838,16652,3145,2686,6689,4132,49811,9445,7976,21396,10994,64147,14883,12539,27200,9524,40241,10273,8329,16677,4962,17208,4787,3825,6998,1599,805,298,211,227,68,629,207,70,163,189
,,Indígena,284,158,49,65,11,51,20,-,23,9,31,31,-,-,-,109,63,13,32,-,62,24,26,11,2,20,20,-,-,-,10,-,10,-,-,-,-,-,-,-
,65 anos ou mais,Total,14901,7756,1908,2515,2723,1695,811,259,289,337,4578,1995,589,947,1047,4305,2363,520,644,778,2407,1457,298,301,351,1381,841,144,199,198,54,4,28,21,-,81,42,10,29,-
,,Branca,8391,3655,1160,1466,2110,1085,437,190,204,253,2855,992,459,565,839,2358,1122,271,345,620,1192,647,119,190,236,544,301,44,48,150,53,3,28,21,-,51,13,10,29,-
,,Preta,1434,933,218,243,40,104,79,18,-,7,355,218,31,78,28,439,237,77,121,4,332,242,45,45,-,166,120,46,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,86,17,-,-,68,44,10,-,-,33,30,7,-,-,23,-,-,-,-,-,12,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4983,3143,530,806,505,463,285,51,84,43,1339,778,98,305,157,1500,996,172,178,154,871,568,135,66,103,671,420,53,151,47,1,1,-,-,-,29,29,-,-,-
,,Indígena,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Patos de Minas,Total,Total,324067,77837,54363,125531,66337,42526,6691,6326,16543,12965,109728,19050,16360,45704,28615,101224,28415,18146,39076,15587,51258,17228,9807,17874,6348,14392,4852,2890,4709,1941,1934,674,306,636,318,1010,257,164,362,226
,,Branca,126999,25120,18473,48383,35023,19530,2592,2587,6884,7468,46413,6641,5854,18842,15076,37215,8949,6140,14240,7886,17584,5183,2904,6287,3210,4362,1222,781,1468,891,619,149,90,256,124,363,78,20,118,146
,,Preta,37058,11042,7095,14213,4709,3685,798,596,1555,735,11133,2451,2137,4579,1966,12160,3769,2311,4820,1261,7305,2765,1474,2487,578,2123,969,426,604,124,313,147,52,91,23,128,32,49,34,13
,,Amarela,744,115,116,197,316,80,11,17,20,32,259,32,13,99,115,192,35,34,53,70,162,10,53,19,80,52,26,-,6,19,-,-,-,-,-,-,-,-,-,-
,,Parda,159031,41471,28654,62639,26266,19217,3289,3126,8074,4728,51869,9893,8343,22182,11451,51565,15634,9661,19914,6356,26146,9244,5365,9055,2480,7842,2632,1684,2620,906,1002,378,164,288,171,520,147,95,210,68
,,Indígena,235,89,24,99,23,14,-,-,11,2,54,33,13,2,6,91,28,-,49,14,62,25,11,26,-,14,3,-,11,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,6834,2054,4598,181,-,1239,451,730,58,-,2213,571,1608,35,-,2270,677,1525,69,-,782,218,554,11,-,256,91,157,8,-,31,31,-,-,-,5,-,5,-,-
,,Branca,2080,516,1532,31,-,391,94,292,6,-,747,208,533,7,-,694,155,521,18,-,211,43,168,-,-,27,18,9,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,779,266,513,-,-,142,67,75,-,-,267,79,189,-,-,168,68,100,-,-,142,35,107,-,-,51,14,38,-,-,3,3,-,-,-,5,-,5,-,-
,,Amarela,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,3964,1260,2554,150,-,706,290,364,52,-,1199,284,886,28,-,1408,454,903,51,-,429,140,279,11,-,166,48,110,8,-,27,27,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,309356,71045,48968,124093,65249,40345,5743,5507,16318,12778,104916,17033,14495,45219,28170,96317,26044,16327,38648,15299,49298,16232,9146,17672,6248,13740,4528,2699,4639,1874,1850,599,306,626,318,1002,257,159,359,226
,,Branca,120767,22382,16474,47564,34347,18649,2268,2236,6776,7369,44331,5781,5186,18549,14814,35125,8009,5450,13992,7673,16734,4758,2662,6171,3142,4087,1065,740,1425,856,590,120,90,256,124,360,78,20,116,146
,,Preta,35606,10276,6537,14141,4653,3449,696,514,1531,708,10662,2210,1940,4553,1958,11764,3509,2192,4808,1255,7057,2661,1356,2477,563,2046,931,388,604,124,310,143,52,91,23,123,32,44,34,13
,,Amarela,636,91,105,175,265,72,4,17,20,32,216,32,13,77,93,181,35,22,53,70,146,5,53,19,69,21,15,-,6,-,-,-,-,-,-,-,-,-,-,-
,,Parda,152111,38207,25828,62113,25962,18161,2775,2739,7980,4667,49654,8977,7342,22037,11298,49156,14463,8662,19745,6287,25300,8783,5064,8980,2473,7572,2514,1571,2593,893,950,336,164,279,171,520,147,95,210,68
,,Indígena,235,89,24,99,23,14,-,-,11,2,54,33,13,2,6,91,28,-,49,14,62,25,11,26,-,14,3,-,11,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,7878,4737,796,1257,1088,942,498,89,168,187,2599,1446,257,450,445,2636,1694,294,359,288,1177,778,107,191,100,397,234,34,62,67,54,44,-,9,-,3,-,-,3,-
,,Branca,4152,2221,467,788,676,490,231,59,102,99,1335,652,135,286,262,1396,785,169,230,213,639,383,73,116,67,249,139,31,43,35,29,29,-,-,-,3,-,-,3,-
,,Preta,673,499,46,72,56,94,35,7,24,28,205,162,9,26,8,227,192,19,11,5,106,69,11,11,15,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,97,13,11,22,51,8,8,-,-,-,43,-,-,22,21,11,-,11,-,-,16,5,-,-,10,19,-,-,-,19,-,-,-,-,-,-,-,-,-,-
,,Parda,2956,2004,272,376,305,350,224,23,42,61,1016,632,114,117,154,1001,717,96,119,70,416,321,23,65,8,104,69,3,19,13,24,15,-,9,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Divinópolis,Total,Total,566647,144221,106348,213102,102976,72892,13890,12433,28014,18555,192513,40183,33516,76156,42658,190672,55261,37793,71162,26455,82568,25391,17220,29113,10844,19222,6499,3495,6021,3208,2640,913,576,710,442,2600,709,698,909,284
,,Branca,268459,57677,42677,101251,66854,39300,6219,5546,14832,12703,96157,16090,14055,37764,28248,85744,22334,14814,32214,16381,34312,9326,6110,12342,6534,8488,2447,1170,2801,2070,1325,362,330,339,294,1354,302,386,459,207
,,Preta,60739,19930,12922,22558,5329,5396,1576,1226,1984,610,18338,5209,3480,7581,2068,22050,7756,4727,7953,1614,11539,3990,2741,4028,779,2646,1114,588,741,202,300,77,57,137,29,184,80,41,46,17
,,Amarela,644,179,159,264,41,66,18,3,40,5,172,51,46,67,8,178,33,37,80,28,166,42,59,66,-,29,17,11,2,-,-,-,-,-,-,6,-,4,3,-
,,Parda,236441,66328,50513,88916,30684,28045,6049,5656,11139,5200,77731,18806,15908,30698,12319,82618,25113,18183,30907,8415,36486,12018,8294,12643,3531,8059,2920,1726,2477,936,1015,474,188,234,119,1055,328,267,401,59
,,Indígena,364,106,77,112,68,85,28,2,18,36,116,27,28,47,14,83,26,31,8,18,66,15,17,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,13133,3441,9127,565,-,2099,557,1426,116,-,4989,1367,3463,158,-,4276,1039,3037,200,-,1364,350,968,46,-,265,69,165,31,-,44,13,28,3,-,14,-,14,-,-
,,Branca,5424,1306,3779,339,-,965,214,678,73,-,2079,472,1515,92,-,1739,422,1191,126,-,503,147,338,18,-,67,15,31,20,-,13,13,-,-,-,14,-,14,-,-
,,Preta,1197,291,853,52,-,170,59,111,-,-,411,110,264,37,-,439,98,326,15,-,109,6,103,-,-,51,8,43,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,21,-,21,-,-,-,-,-,-,-,12,-,12,-,-,-,-,-,-,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,6483,1838,4470,174,-,962,284,636,43,-,2481,780,1671,30,-,2098,519,1519,60,-,741,197,516,29,-,147,46,90,11,-,31,-,28,3,-,-,-,-,-,-
,,Indígena,8,5,3,-,-,1,-,1,-,-,6,5,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,537420,131668,94902,210020,100829,68367,12199,10741,27405,18023,182618,36254,29341,75252,41772,181017,50976,33974,70125,25941,78867,23543,15833,28792,10699,18282,6004,3238,5875,3166,2489,831,532,706,419,2501,662,659,896,284
