,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
,,Parda,27617,7752,4598,9946,5321,5515,1060,634,2291,1530,9152,2017,1477,3514,2143,7862,2653,1502,2723,984,3075,1258,565,859,393,1338,530,285,345,178,360,123,76,115,47,192,92,25,59,16
,,Indígena,135,59,4,61,11,25,6,-,20,-,39,14,-,17,9,44,22,-,19,3,4,-,4,-,-,19,14,-,5,-,-,-,-,-,-,4,4,-,-,-
,65 anos ou mais,Total,837,470,129,113,124,220,91,41,47,41,268,144,42,52,29,203,124,23,3,52,79,57,9,11,2,42,32,10,-,-,3,3,-,-,-,14,10,3,-,-
,,Branca,214,44,45,59,66,55,6,7,34,8,70,10,26,24,11,52,7,-,-,44,11,8,-,1,2,22,13,9,-,-,-,-,-,-,-,3,-,3,-,-
,,Preta,188,122,50,3,12,58,21,31,-,6,35,35,-,-,-,58,39,9,3,6,37,28,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,436,304,35,51,46,107,64,3,13,27,163,100,17,29,18,94,78,14,-,2,31,21,-,10,-,20,19,1,-,-,3,3,-,-,-,10,10,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Floriano,Total,Total,63265,18592,10022,21924,12728,12022,2470,1452,4592,3508,22614,5238,3425,8546,5406,17095,6057,3088,5633,2317,6338,2768,1086,1729,754,2826,1024,566,782,455,821,341,112,253,115,615,263,125,130,97
,,Branca,11609,2638,1656,4053,3262,2526,351,216,988,971,4245,699,599,1530,1416,2717,818,535,846,518,1142,438,165,368,171,531,160,63,176,132,137,46,18,53,20,108,40,24,14,29
,,Preta,11597,3944,1890,3939,1824,1992,517,255,747,473,4189,1205,670,1610,704,3511,1378,651,1003,480,1137,506,189,369,73,435,177,72,112,73,137,76,11,48,2,86,39,18,16,13
,,Amarela,71,20,8,40,3,3,-,3,-,-,43,15,5,24,-,16,-,-,13,3,10,6,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,39757,11920,6414,13824,7600,7478,1600,978,2854,2045,14071,3319,2131,5346,3276,10765,3839,1869,3748,1309,4030,1806,732,987,505,1834,666,431,487,250,547,219,82,152,93,412,174,83,100,55
,,Indígena,231,69,54,67,40,23,2,-,2,19,66,-,20,36,10,85,23,34,23,6,19,14,-,-,5,27,20,-,7,-,-,-,-,-,-,10,10,-,-,-
,10 a 17 anos,Total,983,497,455,31,-,226,122,100,4,-,385,184,185,16,-,265,135,123,7,-,71,39,29,3,-,27,14,13,-,-,-,-,-,-,-,-,-,-,-,-
,,Branca,206,116,82,8,-,30,14,17,-,-,114,68,38,8,-,25,13,12,-,-,20,9,11,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,123,68,53,3,-,21,13,8,-,-,44,29,15,-,-,42,17,25,-,-,11,4,4,3,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,653,313,320,20,-,174,95,75,4,-,226,87,131,8,-,198,105,86,7,-,40,25,15,-,-,13,-,13,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,60597,17114,9439,21607,12438,11473,2201,1343,4510,3419,21616,4802,3178,8388,5248,16373,5578,2922,5588,2286,6128,2608,1049,1720,751,2729,947,552,775,455,805,329,112,249,115,602,263,125,127,87
,,Branca,11010,2408,1529,3953,3120,2427,329,194,981,923,3930,594,537,1456,1344,2621,780,512,827,501,1077,392,149,368,168,514,144,63,176,132,137,46,18,53,20,108,40,24,14,29
,,Preta,11259,3696,1837,3908,1818,1902,466,246,719,470,4086,1121,655,1610,701,3399,1290,626,1003,480,1117,492,185,366,73,423,166,72,112,73,137,76,11,48,2,86,39,18,16,13
,,Amarela,69,18,8,40,3,3,-,3,-,-,40,12,5,24,-,16,-,-,13,3,10,6,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,38058,10936,6021,13644,7457,7117,1404,899,2807,2007,13493,3075,1961,5263,3194,10275,3497,1760,3722,1296,3905,1704,714,982,505,1772,617,417,487,250,532,207,82,149,93,399,174,83,97,45
,,Indígena,202,57,44,61,40,23,2,-,2,19,66,-,20,36,10,63,10,24,23,6,19,14,-,-,5,20,20,-,-,-,-,-,-,-,-,10,10,-,-,-
,65 anos ou mais,Total,1685,981,127,286,291,324,147,10,77,89,613,251,63,142,158,456,344,44,38,31,138,122,8,5,3,70,63,-,7,-,15,12,-,4,-,13,-,-,3,10
,,Branca,393,114,45,92,142,69,9,5,7,48,200,37,23,67,73,72,25,11,19,17,44,36,5,-,3,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,215,181,-,28,6,69,38,-,28,3,59,55,-,-,3,71,71,-,-,-,10,10,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,3,3,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1046,671,73,159,143,186,100,5,43,38,352,156,39,75,82,292,236,22,19,14,84,76,3,5,-,49,49,-,-,-,15,12,-,4,-,13,-,-,3,10
,,Indígena,29,12,10,7,-,-,-,-,-,-,-,-,-,-,-,22,12,10,-,-,-,-,-,-,-,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-
Fortaleza,Total,Total,1508150,301202,231284,666393,309272,139005,28869,23442,60185,26509,319026,61572,47885,138818,70751,467589,97351,69688,203137,97414,362675,64557,51443,168635,78041,181252,39419,31281,80672,29879,15799,4435,3088,5738,2538,3969,916,546,1328,1178
,,Branca,422064,60140,51950,179777,130197,37922,6205,5369,16449,9898,89401,12150,10893,37111,29247,132783,19023,15568,54895,43297,102946,12910,11330,45620,33085,48647,7937,7049,21678,11983,3630,783,634,1462,751,1159,203,89,336,531
,,Preta,130196,36866,22284,53586,17460,11229,3439,1981,4227,1581,26723,7218,4535,10826,4144,38480,11189,6563,15981,4747,32032,8423,4975,14101,4534,18402,5431,3577,7397,1997,1466,509,340,388,229,285,171,45,60,10
,,Amarela,1991,341,372,872,406,201,55,35,111,-,329,74,64,144,46,794,127,118,338,211,335,47,112,91,84,272,18,21,168,64,-,-,-,-,-,-,-,-,-,-
,,Parda,947082,202221,155474,429137,160249,89019,19071,15943,39167,14839,201293,41879,32213,90138,37062,293312,66315,47030,131043,48924,225660,42824,34736,107962,40139,113155,25842,20459,51080,15773,10541,3102,2093,3799,1546,2517,543,411,926,638
,,Indígena,6818,1633,1203,3021,960,635,99,114,231,191,1281,250,180,599,252,2221,697,409,880,235,1703,353,290,861,199,777,191,175,349,62,162,40,21,88,12,8,-,1,7,-
,10 a 17 anos,Total,13805,4310,8472,1023,-,2512,958,1402,152,-,3769,1247,2256,265,-,3829,1074,2556,199,-,2111,542,1301,268,-,1183,328,722,133,-,78,-,73,6,-,36,21,15,-,-
,,Branca,3659,985,2259,415,-,716,166,466,84,-,767,268,422,77,-,1135,288,783,64,-,566,124,340,101,-,355,98,170,88,-,10,-,10,-,-,-,-,-,-,-
,,Preta,1213,424,714,76,-,139,55,84,-,-,512,125,315,71,-,172,50,122,-,-,225,88,133,4,-,94,35,59,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,38,23,15,-,-,8,-,8,-,-,7,-,7,-,-,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,8836,2872,5437,526,-,1616,736,813,67,-,2476,849,1510,117,-,2480,712,1639,129,-,1318,330,826,162,-,733,195,493,45,-,68,-,62,6,-,36,21,15,-,-
,,Indígena,59,7,47,6,-,32,-,32,-,-,8,6,2,-,-,19,1,12,6,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,1457462,282126,218415,657229,299692,132951,26344,21663,59102,25842,307471,57101,44937,136923,68510,452120,91833,65920,200351,94016,352546,61004,48931,166641,75969,175731,37235,29976,79571,28948,15284,4208,2928,5661,2486,3777,797,522,1307,1152
,,Branca,404255,55404,48202,175969,124680,36018,5593,4801,16030,9594,85660,10948,10324,36426,27961,126818,17699,14288,53498,41333,99132,12062,10523,44711,31836,46941,7367,6667,21396,11510,3527,755,590,1462,720,1112,193,89,325,505
,,Preta,125925,34716,21130,52958,17121,10675,3123,1866,4140,1546,25720,6797,4198,10682,4043,37484,10629,6322,15865,4669,31080,7922,4683,14005,4469,17817,5197,3460,7223,1937,1413,486,310,388,229,285,171,45,60,10
,,Amarela,1927,302,357,862,406,193,55,27,111,-,322,74,57,144,46,755,88,118,338,211,335,47,112,91,84,262,18,21,159,64,-,-,-,-,-,-,-,-,-,-
,,Parda,918690,190109,147592,424441,156548,85484,17481,14889,38590,14524,194505,39036,30188,89072,36208,284898,62743,44796,129792,47568,220301,40623,33324,106973,39381,109945,24464,19662,50444,15375,10182,2926,2007,3723,1526,2372,433,386,915,638
,,Indígena,6665,1594,1135,2999,937,581,92,79,231,178,1264,245,169,599,252,2165,675,397,858,235,1699,350,289,861,199,766,189,166,349,62,162,40,21,88,12,8,-,1,7,-
,65 anos ou mais,Total,36883,14766,4396,8141,9580,3542,1568,377,930,667,7786,3224,692,1630,2241,11641,4444,1212,2587,3398,8019,3011,1210,1726,2071,4338,1856,583,968,931,437,227,87,71,52,155,99,10,21,26
,,Branca,14150,3750,1490,3393,5517,1187,447,102,335,303,2974,934,146,608,1287,4829,1037,497,1332,1964,3248,724,467,807,1249,1350,472,212,194,473,93,28,34,-,31,47,10,-,11,26
,,Preta,3057,1726,440,552,339,414,261,31,86,36,491,296,22,73,101,824,510,119,116,78,727,412,158,92,65,491,199,58,174,60,53,23,30,-,-,-,-,-,-,-
,,Amarela,26,16,-,10,-,-,-,-,-,-,-,-,-,-,-,16,16,-,-,-,-,-,-,-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-
,,Parda,19556,9240,2445,4169,3701,1919,854,241,509,315,4312,1994,515,950,853,5934,2860,596,1123,1356,4041,1872,585,827,758,2476,1183,304,591,398,291,176,23,71,21,109,89,10,11,-
,,Indígena,93,33,22,16,23,22,6,3,-,13,9,-,9,-,-,37,21,-,16,-,3,3,-,-,-,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-
Quixadá,Total,Total,227900,63074,36196,91615,37014,49040,10833,6738,20684,10785,86626,21342,13278,36919,15087,60623,20702,10824,22207,6890,19264,6106,3235,7145,2778,5915,1847,922,2186,960,2485,936,395,890,264,1676,572,374,623,107
,,Branca,66383,15291,8881,27515,14697,15601,2746,1895,6506,4454,25506,5215,3084,11291,5915,16218,4912,2551,6243,2511,5255,1311,739,1998,1207,1776,497,228,648,403,795,247,118,292,138,444,118,137,171,18
,,Preta,17869,6849,2867,6103,2051,3799,1198,484,1486,632,6598,2212,1172,2362,851,4844,2262,686,1532,364,1611,724,351,401,135,519,247,84,130,58,195,110,32,53,-,110,50,11,49,-
,,Amarela,265,80,27,136,23,30,-,2,16,12,73,10,9,49,5,97,32,-,62,3,41,25,16,-,-,-,-,-,-,-,2,-,-,-,2,19,9,-,9,-
,,Parda,143269,40834,24389,57824,20222,29581,6883,4345,12665,5687,54414,13891,9013,23195,8315,39430,13493,7571,14366,4000,12358,4046,2130,4746,1436,3616,1103,605,1408,499,1483,579,245,545,113,1104,395,225,394,89
,,Indígena,114,21,33,38,21,30,6,12,11,-,35,13,-,22,-,34,2,16,4,11,-,-,-,-,-,5,-,5,-,-,10,-,-,-,10,-,-,-,-,-
,10 a 17 anos,Total,2362,896,1313,153,-,529,194,290,45,-,893,295,517,82,-,682,316,352,15,-,184,71,112,-,-,29,7,11,11,-,6,-,6,-,-,-,-,-,-,-
,,Branca,584,244,317,23,-,140,58,81,-,-,207,72,112,23,-,178,103,76,-,-,43,11,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,170,80,77,12,-,25,-,25,-,-,69,28,40,1,-,35,29,6,-,-,29,23,6,-,-,11,-,-,11,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1609,572,919,118,-,365,136,184,45,-,617,194,365,58,-,469,185,270,15,-,111,38,74,-,-,18,7,11,-,-,6,-,6,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,220837,59060,34595,90866,36315,47360,9947,6379,20477,10556,84004,19948,12692,36574,14790,58676,19413,10357,22110,6795,18752,5812,3112,7100,2729,5807,1793,911,2175,928,2430,915,374,877,264,1659,563,366,623,107
,,Branca,64071,14046,8467,27216,14341,15078,2497,1781,6446,4353,24631,4780,2943,11126,5782,15554,4460,2449,6200,2445,5113,1255,706,1978,1173,1746,490,228,648,380,787,247,118,284,138,430,112,129,171,18
,,Preta,17277,6398,2772,6075,2032,3678,1115,451,1481,630,6357,2049,1123,2350,834,4710,2134,679,1532,364,1543,663,345,401,135,495,234,84,119,58,192,107,32,53,-,110,50,11,49,-
,,Amarela,249,69,27,136,17,30,-,2,16,12,68,10,9,49,-,86,21,-,62,3,41,25,16,-,-,-,-,-,-,-,2,-,-,-,2,19,9,-,9,-
,,Parda,139126,38525,23296,57402,19903,28545,6329,4132,12523,5562,52912,13095,8617,23026,8174,38292,12796,7212,14312,3971,12055,3869,2045,4721,1420,3561,1069,594,1408,489,1438,561,224,540,113,1101,392,225,394,89
,,Indígena,114,21,33,38,21,30,6,12,11,-,35,13,-,22,-,34,2,16,4,11,-,-,-,-,-,5,-,5,-,-,10,-,-,-,10,-,-,-,-,-
,65 anos ou mais,Total,4701,3118,288,596,700,1151,692,69,162,228,1729,1100,70,263,296,1265,972,115,82,95,328,223,11,45,49,79,47,-,-,32,49,21,14,13,-,17,9,8,-,-
,,Branca,1728,1000,97,276,356,383,190,33,60,101,668,364,30,142,133,486,350,27,43,66,98,45,-,20,33,30,7,-,-,22,8,-,-,8,-,14,5,8,-,-
,,Preta,423,371,17,16,19,97,82,8,5,2,172,134,9,11,17,100,100,-,-,-,38,38,-,-,-,13,13,-,-,-,3,3,-,-,-,-,-,-,-,-
,,Amarela,15,10,-,-,5,-,-,-,-,-,5,-,-,-,5,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2534,1736,173,305,320,670,419,28,98,125,884,602,31,111,141,669,512,89,39,29,192,139,11,25,16,37,27,-,-,9,38,18,14,6,-,3,3,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Iguatu,Total,Total,92919,29925,14492,33922,14581,20274,5223,2596,8203,4252,32702,8944,4977,12829,5953,27411,10947,4766,9004,2695,7654,2896,1246,2419,1094,2566,922,412,834,399,361,149,87,68,58,1076,515,232,238,91
,,Branca,30605,8253,4064,12045,6243,7212,1512,844,3108,1747,11030,2326,1407,4696,2601,8311,2954,1259,2920,1179,2568,986,332,778,473,807,225,96,313,173,104,22,33,24,24,313,122,55,100,35
,,Preta,7059,3282,1011,1987,779,1401,540,137,470,254,2535,1039,415,763,318,2003,1088,320,478,116,668,371,60,193,44,237,104,46,40,48,49,38,-,11,-,82,54,21,7,-
,,Amarela,133,55,12,31,36,102,44,-,22,36,23,10,7,5,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,55098,18334,9395,19847,7523,11547,3126,1615,4590,2215,19114,5568,3147,7364,3035,17082,6905,3172,5606,1399,4418,1539,854,1447,577,1522,593,269,481,178,209,89,54,32,33,681,338,156,132,56
,,Indígena,22,-,10,12,-,12,-,-,12,-,-,-,-,-,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,1181,369,801,10,-,183,53,130,-,-,468,119,339,10,-,352,135,218,-,-,132,44,88,-,-,23,18,5,-,-,7,-,7,-,-,-,-,-,-,-
,,Branca,247,92,155,-,-,25,9,16,-,-,139,41,99,-,-,65,28,37,-,-,10,7,4,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,89,19,60,10,-,15,10,5,-,-,56,-,46,10,-,9,-,9,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,844,258,587,-,-,144,34,110,-,-,273,78,195,-,-,278,106,172,-,-,114,29,84,-,-,15,10,5,-,-,7,-,7,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,89238,27777,13508,33692,14261,19503,4825,2427,8130,4120,31448,8306,4571,12722,5849,26241,10107,4518,8955,2661,7364,2754,1139,2419,1053,2481,866,392,834,390,341,138,79,66,58,1052,491,232,238,91
,,Branca,29442,7598,3863,11952,6029,6938,1364,822,3086,1667,10611,2166,1279,4649,2517,7952,2685,1222,2898,1146,2499,936,328,778,456,789,217,86,313,173,102,22,33,22,24,300,110,55,100,35
,,Preta,6739,3036,948,1976,779,1348,492,132,470,254,2406,966,369,753,318,1898,992,311,478,116,655,362,56,193,44,226,92,46,40,48,38,27,-,11,-,82,54,21,7,-
,,Amarela,118,39,12,31,36,86,29,-,22,36,23,10,7,5,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,52917,17104,8675,19720,7417,11117,2940,1473,4540,2164,18408,5163,2916,7315,3014,16377,6430,2970,5578,1399,4210,1455,755,1447,553,1467,557,260,481,169,201,89,47,32,33,670,327,156,132,56
,,Indígena,22,-,10,12,-,12,-,-,12,-,-,-,-,-,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,2501,1779,183,220,320,588,345,39,73,131,786,519,66,96,105,817,705,30,48,34,157,97,19,-,41,62,38,15,-,9,12,10,-,2,-,23,23,-,-,-
,,Branca,916,562,46,93,215,249,139,6,22,81,280,119,30,47,84,295,240,-,21,34,59,43,-,-,16,10,-,10,-,-,2,-,-,2,-,12,12,-,-,-
,,Preta,231,228,4,-,-,37,37,-,-,-,73,73,-,-,-,96,96,-,-,-,4,-,4,-,-,12,12,-,-,-,10,10,-,-,-,-,-,-,-,-
,,Amarela,16,16,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1337,973,133,127,105,286,152,33,50,51,433,327,36,49,21,426,369,30,27,-,94,54,15,-,25,40,26,5,-,9,-,-,-,-,-,11,11,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Juazeiro do Norte,Total,Total,292708,75589,43264,119565,54291,40547,9102,5269,17185,8991,90763,19551,12355,39260,19597,105606,30325,16292,42349,16639,33948,9928,5408,13076,5536,12645,3388,2183,4367,2706,1867,613,251,619,384,3955,1540,845,1353,218
,,Branca,82251,16111,9647,34113,22381,12775,2293,1405,5086,3992,26301,4082,2837,11380,8003,27918,6169,3380,11844,6525,8753,1905,1073,3368,2406,3860,789,553,1480,1038,602,92,89,187,233,1075,422,165,399,89
,,Preta,31571,10955,5066,11663,3887,3774,1285,491,1493,505,9139,2724,1320,3564,1531,11884,4376,2027,4261,1219,4213,1598,719,1517,379,1457,526,222,494,215,154,67,21,59,7,418,177,140,92,8
,,Amarela,658,166,155,217,120,80,19,17,37,6,162,44,36,48,35,307,73,69,108,57,67,17,33,17,-,23,13,-,-,10,-,-,-,-,-,7,-,-,7,-
,,Parda,177880,48245,28335,73480,27820,23893,5505,3347,10558,4482,55054,12672,8157,24219,10005,65346,19638,10780,26113,8815,20859,6394,3573,8165,2726,7295,2060,1408,2393,1434,1112,453,141,373,144,2455,940,540,855,120
,,Indígena,347,112,60,92,83,25,-,9,11,4,106,29,5,49,23,150,68,36,23,22,57,14,9,8,24,10,-,-,-,10,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,3568,1098,2373,98,-,763,291,460,11,-,1059,290,769,-,-,1217,338,804,75,-,340,93,236,11,-,143,74,70,-,-,17,-,17,-,-,7,-,7,-,-
,,Branca,879,277,596,7,-,232,85,147,-,-,284,36,249,-,-,237,101,130,7,-,82,15,67,-,-,34,30,4,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,382,139,243,-,-,81,30,51,-,-,101,48,53,-,-,119,40,79,-,-,76,17,59,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,6,-,6,-,-,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2300,683,1527,91,-,444,176,256,11,-,674,206,468,-,-,861,197,595,69,-,183,61,111,11,-,105,40,66,-,-,17,-,17,-,-,7,-,7,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,282566,70574,40412,118444,53136,38771,8199,4742,17005,8826,87612,18277,11409,38835,19090,102207,28514,15346,42034,16313,32772,9300,5128,12942,5403,12244,3142,2093,4316,2693,1825,598,234,619,374,3924,1516,838,1353,218
,,Branca,78954,14698,8917,33653,21686,12067,1955,1237,5005,3870,25239,3833,2541,11182,7682,26958,5623,3213,11755,6366,8403,1769,988,3323,2323,3737,711,538,1450,1038,577,77,89,187,223,1060,407,165,399,89
,,Preta,30430,10239,4796,11578,3818,3602,1190,440,1474,498,8825,2525,1250,3536,1515,11461,4094,1948,4228,1191,4037,1502,661,1511,363,1439,509,222,494,215,154,67,21,59,7,418,177,140,92,8
,,Amarela,642,166,139,217,120,73,19,11,37,6,162,44,36,48,35,297,73,59,108,57,67,17,33,17,-,23,13,-,-,10,-,-,-,-,-,7,-,-,7,-
,,Parda,172222,45379,26511,72903,27429,23003,5035,3045,10477,4447,53279,11846,7577,24021,9836,63351,18665,10090,25919,8677,20228,6008,3446,8083,2692,7035,1908,1333,2372,1421,1095,453,124,373,144,2439,931,533,855,120
,,Indígena,319,93,51,92,83,25,-,9,11,4,106,29,5,49,23,140,58,36,23,22,38,5,-,8,24,10,-,-,-,10,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,6573,3917,479,1023,1155,1013,612,67,169,165,2093,984,176,425,507,2182,1474,142,240,326,836,535,44,123,134,257,173,21,51,13,25,15,-,-,10,24,24,-,-,-
,,Branca,2418,1136,135,453,694,477,253,21,81,122,778,213,47,198,320,723,445,37,82,159,268,121,18,46,83,89,48,11,30,-,25,15,-,-,10,15,15,-,-,-
,,Preta,759,578,27,85,69,91,65,-,18,8,213,151,17,28,17,304,242,-,33,29,101,80,-,6,16,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,3358,2183,298,486,391,445,295,45,70,35,1101,621,112,199,170,1135,776,95,125,139,448,325,17,71,35,155,112,10,20,13,-,-,-,-,-,9,9,-,-,-
,,Indígena,28,19,9,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,19,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Crateús,Total,Total,85651,27572,13379,30527,14173,20372,4980,2726,8034,4632,31635,9228,4740,11977,5691,21746,8723,3854,6780,2389,7213,2953,1264,2157,839,1841,711,219,562,349,581,191,81,163,146,1215,399,312,463,41
,,Branca,26072,7410,3529,9514,5618,6281,1273,640,2504,1864,9732,2559,1311,3689,2174,6222,2307,920,2063,932,2256,782,420,736,319,644,211,70,176,187,215,65,4,61,85,318,113,89,95,21
,,Preta,6025,2594,996,1786,648,1305,476,172,450,207,2089,760,437,623,269,1619,766,288,456,110,599,355,53,138,54,174,97,5,69,4,66,54,12,-,-,94,33,18,37,4
,,Amarela,66,19,-,39,8,14,-,-,6,8,32,8,-,24,-,11,11,-,-,-,-,-,-,-,-,9,-,-,9,-,-,-,-,-,-,-,-,-,-,-
,,Parda,51356,16857,8480,18506,7513,12044,3036,1799,4820,2389,19197,5759,2901,7403,3133,13394,5415,2547,4158,1274,4170,1733,732,1249,456,965,373,145,308,139,294,72,65,102,55,769,243,200,310,16
,,Indígena,2133,691,374,682,386,728,195,115,255,163,585,142,91,238,115,500,225,99,103,73,189,83,60,35,10,49,31,-,-,19,6,-,-,-,6,35,10,5,20,-
,10 a 17 anos,Total,1278,421,840,16,-,374,95,279,-,-,451,171,263,16,-,313,88,225,-,-,108,39,69,-,-,11,11,-,-,-,-,-,-,-,-,4,4,-,-,-
,,Branca,352,137,207,7,-,90,16,74,-,-,133,48,77,7,-,76,40,36,-,-,28,8,20,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,96,46,51,-,-,30,13,17,-,-,46,19,27,-,-,21,14,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,813,239,565,9,-,247,66,181,-,-,272,104,159,9,-,209,34,175,-,-,77,32,46,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-
